datetime,D11Z,D12Z,D13Z,D14Z,D21Z,D22Z,D31Z,D32Z,D33Z,D41Z,D42Z,D57Z,D43Z,Total
2024-03-03 04:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 04:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 04:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 04:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 04:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 05:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 05:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 05:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 05:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 05:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 05:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 06:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 06:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 06:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 06:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 06:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 06:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 07:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 07:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 07:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 07:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 07:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 07:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 08:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 08:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 08:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 08:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 08:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 08:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 09:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 09:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 09:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 09:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 09:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 09:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 10:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 10:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 10:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 10:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 10:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 10:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 11:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 11:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 11:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 11:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 11:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 11:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 12:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 12:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 12:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 12:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 12:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 13:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 13:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 13:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 13:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 13:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 13:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 14:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 14:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 14:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 14:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 14:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 14:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 15:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 15:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 15:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 15:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 15:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 15:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 16:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 16:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 16:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 16:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 16:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 16:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 17:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 17:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 17:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 17:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 17:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 17:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 18:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 18:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 18:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 18:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 18:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 18:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 19:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 19:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 19:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 19:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 19:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 19:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 20:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 20:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 20:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 20:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 20:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 20:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 21:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 21:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 21:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 21:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 21:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 21:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 22:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 22:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 22:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 22:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 22:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 22:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 23:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 23:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 23:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 23:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-03 23:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 00:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 00:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 00:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 00:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 00:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 01:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 01:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 01:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 01:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 01:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 02:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 02:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 02:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 02:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 02:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 03:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 03:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 03:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 03:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 03:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 04:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 04:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 04:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 04:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 04:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 05:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 05:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 05:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 05:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 05:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 05:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 06:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 06:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 06:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 06:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 06:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 06:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 07:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 07:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 07:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 07:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 07:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 07:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 08:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 08:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 08:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 08:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 08:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 08:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 09:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 09:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 09:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 09:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 09:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 09:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 10:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 10:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 10:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 10:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 10:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 10:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 11:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 11:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 11:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 11:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 11:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 11:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 12:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 12:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 12:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 12:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 12:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 13:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 13:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 13:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 13:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 13:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 13:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 14:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 14:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 14:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 14:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 14:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 14:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 15:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 15:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 15:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 15:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 15:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 15:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 16:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 16:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 16:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 16:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 16:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 16:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 17:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 17:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 17:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 17:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 17:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 17:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 18:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 18:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 18:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 18:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 18:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 18:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 19:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 19:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 19:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 19:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 19:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 19:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 20:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 20:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 20:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 20:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 20:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 20:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 21:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 21:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 21:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 21:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 21:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 21:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 22:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 22:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 22:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 22:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 22:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 22:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 23:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 23:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 23:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 23:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-04 23:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-05 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-05 00:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-05 00:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-05 00:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-05 00:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-05 00:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-05 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-05 01:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-05 01:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-05 01:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-05 01:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-05 01:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-05 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-05 02:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-05 02:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-05 02:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-05 02:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-05 02:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-05 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-05 03:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-05 03:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-05 03:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-05 03:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-05 03:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-05 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-05 04:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-05 04:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-05 04:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-05 04:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-05 04:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-05 05:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-05 05:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-05 05:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-05 05:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-05 05:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-05 05:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-05 06:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-05 06:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-05 06:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-05 06:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-05 06:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-05 06:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-05 07:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-05 07:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-05 07:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2024-03-05 07:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
